caption,mean,precision,votes,not_funny,somewhat_funny,funny
Amazing!  There's some kind of intricate linkage between the words that are across and the words that are down that I just cannot fathom!,1.1864406779661016,0.046536032066687744,118,102,10,6
"It's Monday's puzzle.  Elementary, my dear Watson.",1.1864406779661016,0.04331135159774357,118,100,14,4
"‘tip of my tongue, what is it called when something loses its copyright protection again?’",1.1864406779661016,0.04495261648522338,118,101,12,5
"Relating to the basic elements of a subject, ten letters, starts with ""e..."" I know this one!",1.186046511627907,0.043701442960386354,129,111,12,6
"Quick Watson, what’s a seven-letter word for ‘to make larger?’",1.1858407079646018,0.0462716662040081,113,97,11,5
She is leaving you because you are boring.,1.1858407079646018,0.04453132920091288,113,96,13,4
There must be a clue here somewhere.,1.1858407079646018,0.042720152943370955,113,95,15,3
"Sherlock Holmes sidekick... Oh, bollocks, Watson, who is it?",1.1858407079646018,0.042720152943370955,113,95,15,3
"Watson! How many times do I have to tell you, Wordle isn't a word!",1.1858407079646018,0.0462716662040081,113,97,11,5
I don’t care how long we’ve been here do NOT look the answers up,1.1858407079646018,0.04453132920091288,113,96,13,4
"If you're searching for the contents of the Chinese balloon, you won't find it there.",1.1858407079646018,0.0462716662040081,113,97,11,5
I can’t do this.  There are too many clues.,1.1857142857142857,0.03596520284375475,140,116,22,2
"It's as I feared Watson, Moriarty is toying with us.  7 down, 12 across, and 18 down gives us the phrase ""Suck My Dick""",1.1857142857142857,0.04486558008121681,140,123,8,9
"Spiderman’s sweetheart; last name, six letters?",1.1855670103092784,0.053506545082543024,97,85,6,6
"Moriarty"" fits, but these days it should start with a ""W"" and end in an ""atson",1.185483870967742,0.044889548109636905,124,107,11,6
"Look, Watson. Somone has stolen letters and left blanks!",1.185483870967742,0.03860764374112211,124,103,19,2
"I need glasses, Watson.",1.1851851851851851,0.05120248077397049,108,95,6,7
"Watson, I’m bored.  Go find a bright light and some ants.",1.1851851851851851,0.043925083623096,108,91,14,3
"I think it's 'bird' down, 'droppings' across",1.184873949579832,0.044600789096914985,119,102,12,5
What kind of monster skips the crossword?! Bag it up Watson!,1.184873949579832,0.044600789096914985,119,102,12,5
This isn’t the comic section,1.184873949579832,0.0476874207172289,119,104,8,7
"Famous deerstalker wearer.” I haven’t got a clue, Watson.",1.1844660194174756,0.04926177432047305,103,89,9,5
"What on earth, my dear Watson, is a cuddle puddle?",1.1844660194174756,0.04926177432047305,103,89,9,5
None of these clues are helpful.  Even under magnification.,1.1844660194174756,0.04080750877967154,103,85,17,1
"Pen over pencil, Watson? For shame, doctor, for shame.",1.1844660194174756,0.04729011524728668,103,88,11,4
"A synonym for straightforward”, 10 letters, my dear Watson",1.1843971631205674,0.04223113522166673,141,122,12,7
8-letter word for blatant know-it-all!?,1.1842105263157894,0.04416906847324455,114,97,13,4
"When you have eliminated all possible guesses, the answer lies on page 37.",1.1842105263157894,0.04589294068720315,114,98,11,5
"What country has lost its way?
3 letters",1.1842105263157894,0.04589294068720315,114,98,11,5
This clue led me to you...is your name six letters starting with W?,1.1842105263157894,0.04416906847324455,114,97,13,4
An 8 letter name of a fictional character?  I need another clue,1.1842105263157894,0.04589294068720315,114,98,11,5
These clues have lead me to a conclusion… you are terrible at crossword puzzles,1.1842105263157894,0.03853751969729271,114,94,19,1
"I think I would know if I required spectacles, *John*…",1.1842105263157894,0.04416906847324455,114,97,13,4
"I've told you a million times, Watson, I don't need glasses.",1.1842105263157894,0.04237512495166457,114,96,15,3
"It’s “Sherlock”, not “Shylock”!",1.1838235294117647,0.04069414838370024,136,116,15,5
They call this a clue?!?,1.183673469387755,0.03741284801826365,147,124,19,4
It’s 5 letters for “Why Watson can never find his wallet when the check comes”,1.183673469387755,0.05096778266379081,98,85,8,5
"Ten letter word, begins with E, ends with Y, the clue is fundamental",1.1833333333333333,0.04425437884193316,120,103,12,5
"It's not elementary,Watson. Only 8 letters.",1.1833333333333333,0.03922093802369406,120,100,18,2
"Fictional detective, eh?",1.183206106870229,0.03877381709679479,131,110,18,3
What is a 6-letter word for detective who wears a silly hat?,1.1826923076923077,0.046866771026609244,104,89,11,4
I believe limiting these to five letters and six chances is far more interesting. Someday you'll see Watson.,1.182608695652174,0.047166240715763925,115,100,9,6
What’s really puzzling is that I have no thumbnail.,1.182608695652174,0.043812597054545245,115,98,13,4
"It’s impossible Watson!
Is The Monday’s NY Times!!",1.182608695652174,0.042035560652466934,115,97,15,3
"I don't see any... oh, there's a clue. And another clue. And...",1.182608695652174,0.042035560652466934,115,97,15,3
Two letter words are a crime!,1.1825396825396826,0.03968253968253967,126,106,17,3
"Some wise-guy at the bar asked if I know a five-letter word for ""knucklehead in a plaid suit"".",1.1825396825396826,0.04125152218573835,126,107,15,4
Watson! This isn’t a crossword puzzle at all - it’s an aerial map of Manhattan!,1.1824817518248176,0.041725063260065115,137,118,13,6
"Watson, this doesn't make any fucking sense.",1.1818181818181819,0.042315878920511946,121,103,14,4
Not enough spaces here for “humour”!!,1.1818181818181819,0.038503977789260437,132,111,18,3
"The killer has a very low IQ. Not one answer, and it’s Monday’s puzzle!",1.1818181818181819,0.04393459551987973,99,83,14,2
"Watson,there's a clue here somewhere and I'll find it.",1.1818181818181819,0.04318785349158608,110,93,14,3
He said there was never a cross word between them!,1.1818181818181819,0.04139899935510188,132,113,14,5
"Let's see Watson- 3 down, 10 letters. What Americans call primary school. ' Elementary' my dear Watson!",1.1818181818181819,0.038503977789260437,132,111,18,3
"Watson, The New York Times can suck my balls.",1.1818181818181819,0.05032308987713308,110,97,6,7
What kind of Wordle is this??,1.1818181818181819,0.04689138547746653,110,95,10,5
"This is the same one you had on January 5, 1900, May 15, 1901, and in the Christmas Issue of 1903.",1.1818181818181819,0.04318785349158608,110,93,14,3
"Its black and white, my dear Watson.",1.1818181818181819,0.045454545454545456,121,105,10,6
The clues will be much more obvious on Monday,1.181159420289855,0.03880624707241912,138,117,17,4
I have no fucking clue!,1.181159420289855,0.04014612477740079,138,118,15,5
I admit I should invest in a pair of glasses.,1.1811023622047243,0.03608327318862867,127,105,21,1
I have never matched wits with anyone as diabolical as Will Shortz.,1.1811023622047243,0.039395067685066495,127,107,17,3
"Something’s afoot with this puzzle, Watson.",1.1811023622047243,0.03608327318862867,127,105,21,1
"Six letters. ""Absence of excrement""",1.1810344827586208,0.03986321802839532,116,97,17,2
A five letter word meaning satiate. This is far from elementary Watson.,1.1810344827586208,0.04170133318085456,116,98,15,3
These are the worst clues that I have ever seen.,1.1810344827586208,0.04170133318085456,116,98,15,3
Our special today is a seven letter word that rhymes with orange.,1.1810344827586208,0.049886134110260924,116,103,5,8
"The clue is ""Squares in Periodic Table"", my dear Watson.",1.1804511278195489,0.03969952429186513,133,113,16,4
How many letters in Moriarty?,1.1804511278195489,0.03969952429186513,133,113,16,4
"Nine across? It’s “elementary”, my dear Watson!",1.1804511278195489,0.03671797782959866,133,111,20,2
"The truth, Watson, lies under the redactions in this government document.",1.1804511278195489,0.041109286001500135,133,114,14,5
"Watson, this one's a cryptic",1.1804511278195489,0.043792873034988536,133,116,10,7
"Hmm... 8 down, 4 letters, 'No ____, Sherlock!'",1.180327868852459,0.04357732195890745,122,105,12,5
Watson - what is a two word term for ‘lack of defecation’ found right before my name?,1.1801801801801801,0.04469974119535512,111,95,12,4
"All we need to do, Watson, is to find someone familiar with aloe, Esai Morales, Emo music, and Mt. Ossa.",1.1801801801801801,0.04469974119535512,111,95,12,4
"A larger magnifying glass My Dear Watson, I can't see this last clue.",1.1801801801801801,0.04469974119535512,111,95,12,4
Watson:  What's another word for Elementary?,1.1801801801801801,0.04282833990632329,111,94,14,3
"Yes, the word was ""bollocks""!",1.1801801801801801,0.04087134124703275,111,93,16,2
The clue’s gotta be here somewhere!,1.1801801801801801,0.04087134124703275,111,93,16,2
What! Wordle?,1.18,0.045792681696639026,100,85,12,3
"Personal name, eight letters, to complete the phrase ""No shit, ---?""  Devil take it, Holmes I fear Shortiarty's got me this week.",1.1798561151079137,0.041164113769754394,139,120,13,6
I can't find a single clue,1.1794871794871795,0.039551316085490784,117,98,17,2
"Watson, what’s a six letter word for a five letter word?",1.1794871794871795,0.041372319495311546,117,99,15,3
"Who discovered DNA, Watson?",1.1794871794871795,0.03764232176376304,117,97,19,1
Elementary:  find a man who misspells the son of Zeus and you’ve got your killer.,1.1794871794871795,0.04311648219358659,117,100,13,4
Repeating clues are clear Watson: it was Alan Alda in the foyer with an oboe.,1.179245283018868,0.04404761332048583,106,90,13,3
"These are cryptic clues, Watson.",1.179245283018868,0.04404761332048583,106,90,13,3
"""Well, 'primary school' doesn't fit. I'm stumped.",1.179245283018868,0.04979232668978748,106,93,7,6
What's an eight-letter word for an arrogant detective?,1.179245283018868,0.04604222799287847,106,91,11,4
"Dammit, I got 4 down wrong - it's NOT 'elementary' my dear Watson",1.179245283018868,0.04404761332048583,106,90,13,3
"If the other detectives see me looking here for clues, I'm ducking under the table.",1.179245283018868,0.04404761332048583,106,90,13,3
"‘Another word for primary school’? Must I actually say it, my dear Watson?",1.1791044776119404,0.03942515095957172,134,114,16,4
"Help me, Watson. Six letters, a famous detective!",1.1791044776119404,0.03942515095957172,134,114,16,4
four letter word for evidence? this is impossible,1.1788617886178863,0.04167702708758175,123,105,14,4
"For a real challenge, try crosswords where they give you no clues, Watson.",1.1788617886178863,0.04167702708758175,123,105,14,4
I haven't a clue about the clue.,1.1788617886178863,0.03656685005417629,123,102,20,1
"Frankly Watson, I’m stumped",1.1788617886178863,0.03656685005417629,123,102,20,1
Know  _ _ _ _  Sherlock?,1.1788617886178863,0.03834598472082072,123,103,18,2
"Five down...10 letters?  It's ELEMENTARY, my dear Watson....",1.1785714285714286,0.03829331427382206,140,119,17,4
"Potato"" does not have an ""e"" on the end",1.1785714285714286,0.04247469856733219,112,95,14,3
Hmm...32 down Sherlock companion?,1.178294573643411,0.038832296336267204,129,109,17,3
I can see very clearly that this is a waste of time,1.178294573643411,0.04183533555217617,129,111,13,5
"Watson, what's a three-letter word for deerstalker?",1.1782178217821782,0.04954453862652201,101,88,8,5
Hold on…there’s a clue…It’s ME!,1.1782178217821782,0.04537203658372121,101,86,12,3
"Watson, however improbable one across must be 
Supercalifragilisticexpialidocious",1.1782178217821782,0.04537203658372121,101,86,12,3
"I believe I've discovered a clue, Watson",1.1782178217821782,0.04750412093423826,101,87,10,4
They should make the print larger.,1.1782178217821782,0.04537203658372121,101,86,12,3
Why is the print so small?,1.1782178217821782,0.04954453862652201,101,88,8,5
A piece of evidence you say? I don’t have a clue.,1.1779661016949152,0.04104840023841243,118,100,15,3
Watson! You know I like to do the crossword without your help!,1.1779661016949152,0.04443759968114078,118,102,11,5
"My God, none of these are words that people actually use!",1.1779661016949152,0.04603873170565774,118,103,9,6
That's not how you spell 'elementary' my dear Watson.,1.1779661016949152,0.042776579033124075,118,101,13,4
The fool used ink! No wonder he snapped.,1.1777777777777778,0.03622097078895108,135,113,20,2
"Ahah!  I see that when the puzzle is solved, you get a classified document!",1.1777777777777778,0.0418830753759585,135,117,12,6
"I’ve deduced the identity of the murderer, but four down is a complete mystery to me.",1.1775700934579438,0.04564065037936672,107,92,11,4
"A 10-letter word for simple and straightforward? It's ""easy-breezy,"" my dear Watson.",1.1775700934579438,0.04753319587726819,107,93,9,5
"Aha,Watson. Just as I suspected; they’re using American spelling.",1.1775700934579438,0.04564065037936672,107,92,11,4
4 across. Incongruous topper. 11 letters. Any idea?,1.1775700934579438,0.04366615650359475,107,91,13,3
The only crime here is that “emu” appears twice in the same puzzle.,1.1775700934579438,0.04564065037936672,107,92,11,4
Who told you Santos was the last name of a famous detective?,1.1774193548387097,0.04136471301633127,124,106,14,4
"Oh, fuck!",1.1774193548387097,0.042920505897355694,124,107,12,5
"Watson, the clue is in 3 down and 5 across, but then add 8 down and 
23 across, then minus the clue in 12 down.",1.1774193548387097,0.04136471301633127,124,106,14,4
"Apparently, the New Yorker's clues are completely unintelligible, Watson!",1.176991150442478,0.04396241731830613,113,97,12,4
Watson’s assistant?,1.176991150442478,0.04212678866913348,113,96,14,3
"What Artificial Intelligence Chatbot has 7 letters, starts with CHAT, and ends the world as we know it?",1.176991150442478,0.03606359500782784,113,93,20,0
"From 34 across,Watson,we can conclude that the murderer is a left-handed man who drinks Rhenish wine and has a squint.",1.176991150442478,0.04020744347355056,113,95,16,2
"Watson, this clue porn is irresistible.",1.176991150442478,0.04212678866913348,113,96,14,3
Huh... all the clues lead to empty spaces...,1.176923076923077,0.04294660413634263,130,113,11,6
"Of course it looks like gibberish,
my dear Watson, you’ve read it upside down!",1.176923076923077,0.03855682888559602,130,110,17,3
"All this time, and never a cross word, Watson.",1.176923076923077,0.04007355285085158,130,111,15,4
"I say we pay the actor in 5-Down a little visit, see what we can get across from him.",1.176923076923077,0.04007355285085158,130,111,15,4
Come on… six letters and also known as a derby?,1.1764705882352942,0.04408796418722744,119,103,11,5
"______ particle! What in the devil could it be, Watson?",1.1764705882352942,0.04408796418722744,119,103,11,5
"Hey,Watson….four letters….”No ____ Sherlock?”",1.1764705882352942,0.04408796418722744,119,103,11,5
"Watson, I may have found a clue.......",1.1764705882352942,0.03597740900528858,136,114,20,2
I've solved it Watson! It's the puzzle person at the New York Times!,1.1764705882352942,0.04244194544170894,119,102,13,4
There aren’t enough spaces for Benedict Cumberbatch!,1.1764705882352942,0.049087508786915666,102,89,8,5
"If he was going to commit murder, he could've at least done it on a Monday.",1.1764705882352942,0.04495897460325049,102,87,12,3
Umm... a 6 letter word for 'bumbling assistant'?,1.1764705882352942,0.04026377210787303,136,117,14,5
"Ah, my dear Watson, we are seeing the work of a purely evil puzzle master. The word is 'irregardless', regardless of the fact that it is not a word.",1.1764705882352942,0.04244194544170894,119,102,13,4
It's used--I can see the rub outs!,1.1764705882352942,0.049087508786915666,102,89,8,5
"You do know the answers are at the bottom, right?",1.1764705882352942,0.04274543644192702,102,86,14,2
The first person Bell called.” That’s a tough one,1.1764705882352942,0.04244194544170894,119,102,13,4
Eight across spells trouble.”,1.176056338028169,0.03909281908624994,142,122,15,5
"No, Watson!  My cross words are not for the Crossword, but for the bloody across word clues.",1.176,0.039454342743104005,125,106,16,3
"It might be platonic, it might not.",1.1759259259259258,0.04892174808548499,108,95,7,6
Clearly the handiwork of a homicidal crackpot! Who does these in pen?,1.1759259259259258,0.04524596007030057,108,93,11,4
I was looking for the Wordle page,1.1755725190839694,0.039789398657330353,131,112,15,4
"I have no clue why they replaced the Cartoon Caption Contest on the end page with this, my dear Watson.",1.1755725190839694,0.0412387688663018,131,113,13,5
BETTER than a mere fingerprint! An actual thumb!,1.1754385964912282,0.04534813161190361,114,99,10,5
A six letter word for detective that starts with an S....preposterous!,1.1754385964912282,0.039883415792978286,114,96,16,2
Blast! What's a four-letter word starting with a 'c' and ending with an 'e' meaning 'proof' or 'evidence'?,1.1754385964912282,0.041784473796382435,114,97,14,3
"Watson, what beast terrorizes The Baskervilles? Five letters.",1.1754385964912282,0.04360272520801367,114,98,12,4
"I can't understand why you didn't get 4-down, ""Basic."" It's ""elementary,"" my dear Watson!",1.1754385964912282,0.039883415792978286,114,96,16,2
A three letter word for snaggletooth and you wrote 'barnacle'.,1.1754385964912282,0.041784473796382435,114,97,14,3
"Famous detective. Six letters. POIROT?!""",1.175,0.03864385253744214,120,101,17,2
Drat. It's Saturday.,1.175,0.03864385253744214,120,101,17,2
He used a Sharpie for the Sunday crossword?,1.175,0.04683617673316633,120,106,7,7
"I’m afraid you’re right, Watson. I need to get proper glasses.",1.175,0.04041538520594029,120,102,15,3
"What is an ""Ice Spice""?",1.174757281553398,0.04664079223275353,103,89,10,4
"Blast it, Watson! There is no four-letter word for evidence.",1.174757281553398,0.04455329495109559,103,88,12,3
"Nonsense,Watson! There’s a ‘u’ in ‘honour’. Bloody Yanks.",1.174757281553398,0.048638779890108716,103,90,8,5
"Watson, you are correct! That is a hang nail on  my left thumb!",1.174757281553398,0.04455329495109559,103,88,12,3
Will you look at the dirt under my fingernail !,1.174757281553398,0.04664079223275353,103,89,10,4
"After careful examination, I'm able to narrow down the clues. They are ACROSS and DOWN.",1.1746031746031746,0.03577596085582426,126,105,20,1
"Hm, a ten letter word for grade school…",1.1746031746031746,0.03916487749407272,126,107,16,3
8 Across: Six letter name of a detective's assistant.,1.1746031746031746,0.03916487749407272,126,107,16,3
You call this a clue?,1.1743119266055047,0.04485798313086264,109,94,11,4
"If the case is getting you depressed, try not to get two down.”
R.Weingast
New York, N.Y.",1.1743119266055047,0.04671330983645096,109,95,9,5
"Detective with inflated self-image, 8 letters?!",1.1743119266055047,0.04292253470219632,109,93,13,3
"Slavin? Clearly, nine down is the plotting of an unpaid intern.",1.1743119266055047,0.04292253470219632,109,93,13,3
I'm not accustomed to quite so many clues,1.1742424242424243,0.04094677028657696,132,114,13,5
"Watson, you fool, all the clues are right here!",1.1742424242424243,0.03950920874805985,132,113,15,4
"6 across. 10 letters.
It’s elementary, my dear Waston.",1.1742424242424243,0.04094677028657696,132,114,13,5
This case just has too many clues!,1.173913043478261,0.04144762175788623,115,98,14,3
"My fingerprints are all over this, Watson.",1.173913043478261,0.05266136362974263,92,81,6,5
"If the word's not 'impossible', it must be 'improbable'",1.173913043478261,0.03549985134468374,115,95,20,0
"Check MATE... Hah, gotcha, Moriarity. The clues were right here all along !",1.173913043478261,0.04144762175788623,115,98,14,3
What's puzzling is where I put my glasses.,1.1735537190082646,0.04178800945506614,121,104,13,4
"Synonym for simple, 10 letters, starts with an 'e'",1.1735537190082646,0.038350432077784796,121,102,17,2
Extraordinary! It’s a map of hidden tunnels beneath London!,1.1735537190082646,0.038350432077784796,121,102,17,2
"You're an idiot Watson, this skillet isn't helping at all!",1.1735537190082646,0.043404824398316055,121,105,11,5
"To protect my ego, Watson completed this in invisible ink.""",1.1734693877551021,0.04592713290344636,98,84,11,3
"Four across, name of IBM's new computer?",1.1734693877551021,0.04816321181623616,98,85,9,4
I can't see the theme in the circles.,1.1734693877551021,0.050299984176741405,98,86,7,5
The culprit seems to have known a great deal of adverbs.,1.1734693877551021,0.04357646269496895,98,83,13,2
C-L-U-E-L-E-S-S is the answer?!,1.1732283464566928,0.040454992866345574,127,109,14,4
"Eight letters,  Murder, she wrote",1.1732283464566928,0.04343472345626058,127,111,10,6
I have told you so many times not to write in pencil!,1.1730769230769231,0.04819812951382046,104,91,8,5
Windbag played by Benedict Cumberbatch.,1.1730769230769231,0.04819812951382046,104,91,8,5
"I thought it was elementary Watson, but it only has nine letters!",1.1729323308270676,0.042036447361239286,133,116,11,6
"Mr Shortz, you can't use ""asp"" three times in the same puzzle",1.1729323308270676,0.042036447361239286,133,116,11,6
It’s Times like these that try our souls.,1.1727272727272726,0.04631381319425461,110,96,9,5
Wordle fits Watson but is it even a word?,1.1727272727272726,0.04631381319425461,110,96,9,5
"You're right Watson, It is a Palindrome!",1.1727272727272726,0.04256005110202121,110,94,13,3
You know most normal people just use the internet to cheat on the crossword puzzle.,1.1727272727272726,0.04256005110202121,110,94,13,3
"My dear Watson, you've somehow managed to misspell  ""elementary!'",1.1727272727272726,0.04256005110202121,110,94,13,3
"Damn it, Watson, I'm a detective, not an etymologist!",1.1727272727272726,0.04055307976484437,110,93,15,2
"Watson, this encrypted message was left at our door.",1.1724137931034482,0.04290057203353385,116,100,12,4
I’m usually good with clues,1.1724137931034482,0.04111610442786581,116,99,14,3
Who the hell is Enya?,1.1721311475409837,0.046109473932652696,122,108,7,7
"A clue? No, I just forgot my reading glasses.",1.1721311475409837,0.039801401970413236,122,104,15,3
"This is the NEW YORKER puzzle, Watson.  We haven't got a clue.",1.1721311475409837,0.04307107605549456,122,106,11,5
"Sumerian god"" crossing ""Szechuan river"".   Diabolical",1.1720430107526882,0.04489782674754189,93,79,12,2
Your double cross is not going to work.,1.171875,0.038598374611345944,128,109,16,3
"Number 7 down is ""elementary"" my dear Watson.",1.171875,0.0416641034316566,128,111,12,5
"Watson...what's a ten-letter word for ""grammar school?""",1.171875,0.040160503217723596,128,110,14,4
"Dear god! He used a pen, a true psychopath.",1.171875,0.040160503217723596,128,110,14,4
"Here's a clue, Watson",1.1717171717171717,0.045494611170084985,99,85,11,3
"I've got it, Watson! It was Will Short in the library with a blunt pencil.",1.1717171717171717,0.043169625690192184,99,84,13,2
"Watson, this clearly is a case of missing letters",1.1717171717171717,0.04982013420384436,99,87,7,5
The pixels don't lie.  I've solved the case.,1.1717171717171717,0.04982013420384436,99,87,7,5
It says Classified right here!,1.1717171717171717,0.047706422091822624,99,86,9,4
"The word is astigmatism, my dear Watson.",1.1717171717171717,0.043169625690192184,99,84,13,2
Aha!  Another clue!,1.1717171717171717,0.043169625690192184,99,84,13,2
It’s always in the fine print.,1.1717171717171717,0.038096331262464894,99,82,17,0
It appears 4 down committed the crime of 11 across. Clearly this is a case of 28 down.,1.171641791044776,0.04174151801802109,134,117,11,6
"The clues are right in front of us, dear Watson, as long as you have the right prescription to see them.",1.1714285714285715,0.04376331374008764,105,90,12,3
"Watson, the only thing 
that works for 12 across  for who discovered America?, is George Santos.",1.1714285714285715,0.04161823454164244,105,89,14,2
"After carefully examining the clues, I have deduced that I will need to solve this one in pencil.",1.1714285714285715,0.03695642136439612,105,87,18,0
I really thought this outfit would help me solve it.,1.1714285714285715,0.049645525266270404,105,93,6,6
The small print says I'm barred from further play because of embarrassing attire.,1.1714285714285715,0.04580805401524416,105,91,10,4
"No Watson, I don't need glasses",1.1714285714285715,0.04580805401524416,105,91,10,4
"I may be the world's greatest detective, but this crossword is criminal!",1.1712328767123288,0.034170913111746,146,123,21,2
''This entire thing is cryptic.'',1.1711711711711712,0.03591297579263478,111,92,19,0
Watson - all these clues are useless!,1.1711711711711712,0.040216192732314915,111,94,15,2
Joel Fagliano… that cryptic bastard.,1.1711711711711712,0.04592104799852884,111,97,9,5
"A ten-letter word for ""abecedarian""?!",1.170940170940171,0.04078979759411271,117,100,14,3
"Excellent, Watson. You have found a clue to the location of the missing classified documents.",1.170940170940171,0.04589002328123057,117,103,8,6
"Ok, you win Watson, that IS a crossword puzzle. Guess I'm having an off day.",1.170940170940171,0.0370011237006826,117,98,18,1
"'Much as I'm loathe to admit it, ""elementary"" doesn't fit, my dear Watson.""",1.170731707317073,0.0427423854249858,123,107,11,5
"Why, it's ""elementary"" my dear Watson; 
""montessori"" doesn't end with a ""y.""",1.170731707317073,0.04115375426972896,123,106,13,4
"When you have eliminated the impossible, whatever remains, however improbable, must be 6 Down!",1.170731707317073,0.03950128439897153,123,105,15,3
Worlds best detective is only five letters?,1.170731707317073,0.04115375426972896,123,106,13,4
"When you have eliminated all which is impossible, whatever remains, however improbable, must be the word.",1.170731707317073,0.04115375426972896,123,106,13,4
Now this is murder!,1.170731707317073,0.0427423854249858,123,107,11,5
Watson- This does not resemble Wordle at all.,1.1705426356589148,0.0383211626614054,129,110,16,3
"Six down: Citrus fruit?
Ah yes! Lemonentry my dear Watson, Lemonentry",1.1705426356589148,0.04136132940002528,129,112,12,5
They can't even get the clues right!,1.1702127659574468,0.03892872296886829,141,122,14,5
Not Very Elementary Watson!,1.17,0.042770234150550666,100,85,13,2
"Watson, I fear this is no Monday puzzle we're facing.",1.17,0.04507009131689365,100,86,11,3
"14 across? I really can't tell, my thumb's on top of it.",1.17,0.04934930126509935,100,88,7,5
"My word, this is puzzling at best.",1.17,0.04033946860424327,100,84,15,1
"Six letter word for 'literary sleuth'? Um, I don't think so - Sherlock has eight letters!",1.169811320754717,0.04337864404159322,106,91,12,3
This looks like a job for Scotland Yard.,1.169811320754717,0.04125545102856215,106,90,14,2
"Have no doubt Watson, I'm definitely going to solve it. The unfortunate lack of a large print edition shall not deter me!",1.169811320754717,0.04734021332357484,106,93,8,5
What the fuck is a rebus??!,1.169811320754717,0.04337864404159322,106,91,12,3
I am certain that it is Dijon. The Colonel  must be in on it!,1.1696428571428572,0.04373267786724212,112,97,11,4
"Looking for clues, Watson. What does it look like?",1.1696428571428572,0.04373267786724212,112,97,11,4
C-L-blank-E.  C-L-blank-E??  I’m totally stumped.,1.1696428571428572,0.0356236785009539,112,93,19,0
"For a cross.  ""Jesus"".",1.1696428571428572,0.03988479399081368,112,95,15,2
"Ah hah, just as your Wife suspected, you are spending hours every day on a masochistic self-indulgence !",1.1696428571428572,0.04185298021126821,112,96,13,3
"It isn’t “elementary”, Watson! Four down is “preschool”.",1.1694915254237288,0.04222049957827306,118,102,12,4
That’s the worst clue I’ve ever seen.,1.1694915254237288,0.03863730685944002,118,100,16,2
What is a Wordle?,1.1694915254237288,0.045522518470833544,118,104,8,6
"This is not elementary, dear Watson.  It must be New Yorker.",1.1694915254237288,0.04222049957827306,118,102,12,4
"Watson, does that start with an 'e' or an 'a'  ?",1.1694915254237288,0.036714805320283504,118,99,18,1
"A 10-letter word for ""fundamental,"" my dear Watson.",1.1694915254237288,0.04222049957827306,118,102,12,4
I can't concentrate with you staring at me like that.,1.1693548387096775,0.0392056153777788,124,106,15,3
"Watson, it is a puzzle.",1.1692307692307693,0.036446939955723845,130,110,18,2
"Of course Moriarty would use the Sunday paper, that fiend.",1.1690140845070423,0.04236989933178063,142,126,8,8
"I am trying to read the words, but this magnifying glass is not big enough.",1.1685393258426966,0.05112612100756149,89,78,7,4
When are they going to invent large print?,1.1685393258426966,0.05112612100756149,89,78,7,4
"Very curious Watson, they don't even ask for the capital of Norway.",1.168421052631579,0.044021351784993265,95,81,12,2
"What fool would be taken in by this rubbish, Watson? The clues are never all in one place!",1.168421052631579,0.044021351784993265,95,81,12,2
Enough with the clues! I want some answers!,1.1683168316831682,0.04681817987143326,101,88,9,4
It's impossible to decode the suspect's message. It's in American English.,1.1683168316831682,0.04237808823570836,101,86,13,2
I shall deduce who filled out the crossword,1.1683168316831682,0.04237808823570836,101,86,13,2
"Sir, you have to buy that.",1.1683168316831682,0.048887235230211955,101,89,7,5
I wish I knew where I put my glasses.,1.1682242990654206,0.045004322581653655,107,93,10,4
Now don’t go telling anyone why I really use the magnifying glass.,1.1682242990654206,0.043000619853420526,107,92,12,3
I must need strong glasses.  I don't see any clues.,1.1682242990654206,0.03868309477366137,107,90,16,1
Disgraceful! That word is on the WOKE no-no list!,1.1682242990654206,0.045004322581653655,107,93,10,4
"The square for the u in both colour and flavour is missing!
It's simply unsolvable, Watson.",1.1682242990654206,0.04692254036482572,107,94,8,5
It all seems a little too tidy.,1.168141592920354,0.04150810406923387,113,97,13,3
The adventure of my missing glasses.,1.1680672268907564,0.03833771426240419,119,101,16,2
"""Hmm...This one's tough. #5 Down, 4 letters, starts with a C.-Mystery solving hint.""",1.1680672268907564,0.040152337268993456,119,102,14,3
There is nothing more deceptive than the obvious.,1.1680672268907564,0.04188842371658609,119,103,12,4
"You mean to tell me, Lestrade, that with this many clues you still can't solve it?",1.1680672268907564,0.04188842371658609,119,103,12,4
"Watson, what’s a six letter name of the murderer?",1.168,0.037219488478223955,125,106,17,2
"You see, my dear Watson, the murderer has laid a clever trap, designed to draw our attention away from 11 down.",1.168,0.038914297894799055,125,107,15,3
"No, I’m not going to buy a vowel!",1.167883211678832,0.0408808958503006,137,120,11,6
"While I decipher this puzzle, be a good man, Watson, and
locate my cap. I grow weary of wearing this cactus.",1.167883211678832,0.03524030104440121,137,116,19,2
"I keep telling people I never said, ‘Elementary, my dear Watson,’ but they refuse to believe me!",1.167832167832168,0.03711502744295629,143,123,16,4
The person who purloined my Sunday Times has a distinct physician's scrawl.,1.1666666666666667,0.0415614919091044,120,104,12,4
As you don't see the suspect is intelligent as they used a pen.,1.1666666666666667,0.04478149380079898,114,100,9,5
Ignorant doubters! They haven't used the clues I gave them.,1.1666666666666667,0.04321358157014429,120,105,10,5
"Yes, Watkins, normally we eliminate the impossible, but this is an LA Times crossword puzzle.",1.1666666666666667,0.044612868828113016,108,94,10,4
