rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny
688,"In all fairness, the ad did promise a whale of a time.",1.2692307692307692,0.0429920586720735,156,121,28,7
689,It's Moby RICHARD and that's the last time you are going to call me that!,1.2692307692307692,0.047559247666011,156,126,18,12
690,It looks like your flipper's damaged and your baleen's clogged.,1.2692307692307692,0.0439434875129615,156,122,26,8
691,Amazon Prime delivery !,1.2692307692307692,0.0439434875129615,156,122,26,8
692,I'm not throwing you back.,1.2692307692307692,0.0429920586720735,156,121,28,7
693,"Look, next time they ask what you want on a desert island, specify that you meant the book and not the whale. This is no fun for me either.",1.2692307692307692,0.047559247666011,156,126,18,12
694,I hate it when you lie on the beach and there's a little rock right beneath you.,1.2692307692307692,0.0429920586720735,156,121,28,7
695,A little lower...,1.2692307692307692,0.0457870731394723,156,124,22,10
696,The Save the Whales people aren't going to like this.,1.2692307692307692,0.0420190923619754,156,120,30,6
697,"You can swim, but you can't hide, Ishmael!",1.2692307692307692,0.0439434875129615,156,122,26,8
698,I feel like a fish out of water.,1.2692307692307692,0.0448747488097771,156,123,24,9
699,"Noooooo...........God, I wanted a well!",1.2692307692307692,0.0484210184165489,156,127,16,13
700,"Boy, island hopping IS fun.",1.2692307692307692,0.0420190923619754,156,120,30,6
701,Size DOES matter!,1.2692307692307692,0.0439434875129615,156,122,26,8
702,Well I jumped the shark.,1.2692307692307692,0.0448747488097771,156,123,24,9
703,"Aaargh ! Oh, God, why the hell did I download that whale mating call ringtone onto my mobile ?",1.2692307692307692,0.0457870731394723,156,124,22,10
704,Who's the Moby Dick now?,1.2692307692307692,0.0484210184165489,156,127,16,13
705,...You wanted to watch whales...WATCH THIS !!,1.2692307692307692,0.0439434875129615,156,122,26,8
706,Crushed it!,1.2692307692307692,0.0429920586720735,156,121,28,7
707,"OK, that should do it."" ""Come back Thursday and I will install the crown.",1.2692307692307692,0.0466815708028145,156,125,20,11
708,No man is an island.,1.2692307692307692,0.0429920586720735,156,121,28,7
709,What would Jonah do?,1.2692307692307692,0.0448747488097771,156,123,24,9
710,The alternate ending to Cast Away.,1.2692307692307692,0.0439434875129615,156,122,26,8
711,I didn’t think I was a killer whale.,1.2692307692307692,0.0429920586720735,156,121,28,7
712,This is for SeaWorld.,1.2692307692307692,0.047559247666011,156,126,18,12
713,You kept waving so here I am!,1.2692307692307692,0.0448747488097771,156,123,24,9
714,"Really, what were the chances of this happening?",1.2692307692307692,0.0448747488097771,156,123,24,9
715,Not until you apologize for calling my mother a cow.,1.2692307692307692,0.0466815708028145,156,125,20,11
716,Damn GPS!,1.2692307692307692,0.0457870731394723,156,124,22,10
717,"It's not you, it's me.",1.2692307692307692,0.0466815708028145,156,125,20,11
718,"Good, boy, good, boy. Now, roll over!",1.2692307692307692,0.0466815708028145,156,125,20,11
719,"Quick, irony or coincidence?",1.2692307692307692,0.047559247666011,156,126,18,12
720,Now who's blubbering?!,1.2692307692307692,0.0429920586720735,156,121,28,7
721,That was some storm last night!,1.2692307692307692,0.0400022268260985,156,118,34,4
722,"Sorry, I saw the SeaWorld t-shirt and panicked",1.2692307692307692,0.0429920586720735,156,121,28,7
723,"Sorry, I didn't see you atoll.",1.2692307692307692,0.0466815708028145,156,125,20,11
724,We're going to need a bigger boat.,1.2692307692307692,0.0466815708028145,156,125,20,11
725,"Wait, you haven't even heard me sing.",1.2692307692307692,0.0439434875129615,156,122,26,8
726,"Tell me again: Who gave dominion to whom, and over what?",1.2692307692307692,0.0457870731394723,156,124,22,10
727,"What doesn't kill you...oh, never mind.",1.2692307692307692,0.0429920586720735,156,121,28,7
728,Don't you hate it when a resort overbooks?,1.2692307692307692,0.0420190923619754,156,120,30,6
729,"Of all the islands, in all the oceans, you have to pick this one.",1.2692307692307692,0.0448747488097771,156,123,24,9
730,Could've sworn you yelled 'Kelp!',1.2692307692307692,0.0457870731394723,156,124,22,10
731,"No, I wished for a ""well"".",1.2692307692307692,0.0457870731394723,156,124,22,10
732,A little higher. A little higher. That's it.,1.2692307692307692,0.0400022268260985,156,118,34,4
733,It worked much better back at Sea World.,1.2692307692307692,0.0420190923619754,156,120,30,6
734,Sorry. It always worked in practice.,1.2692307692307692,0.0400022268260985,156,118,34,4
735,"I mean that ship was coming straight at me! So, yes, I swerved to avoid it.",1.2692307692307692,0.0429920586720735,156,121,28,7
736,Wb buu plb et uff ub mu!!!,1.267515923566879,0.0472864563091513,157,127,18,12
737,"Next time, you on top.",1.267515923566879,0.0455268087572702,157,125,22,10
738,You know I used to be a land mammal too.,1.267515923566879,0.0417857995772323,157,121,30,6
739,I was making a distress call. Not a mating call!,1.267515923566879,0.0455268087572702,157,125,22,10
740,I'm lonely too but I think we should keep things platonic.,1.264516129032258,0.0439726267395344,155,122,25,8
741,"What do you mean, you were here first?",1.264516129032258,0.0439726267395344,155,122,25,8
742,Would you mind giving me a push?,1.264516129032258,0.0410150016541545,155,119,31,5
743,Frank was always under pressure...even on vacation.,1.264516129032258,0.0439726267395344,155,122,25,8
744,My sonar's been a bit off since mating season started.,1.264516129032258,0.0449152433249091,155,123,23,9
745,"Generally speaking, the hard part of ""catch and release"" is catch.",1.264516129032258,0.0449152433249091,155,123,23,9
746,I guess they were right when they said no man is an island.,1.264516129032258,0.0430093562124922,155,121,27,7
747,"Nooooo! I said ""MAIL. I wish I'd get MAIL.""",1.264516129032258,0.0420240114845271,155,120,29,6
748,"You try swimming for 50 years without a rest""",1.264516129032258,0.0449152433249091,155,123,23,9
749,"I thought you were screaming, ""Kelp!""",1.264516129032258,0.0430093562124922,155,121,27,7
750,sorry i thought i had the isle seat,1.264516129032258,0.0449152433249091,155,123,23,9
751,"I told you, no man is an island.",1.264516129032258,0.045838480161292,155,124,21,10
752,"Okay, Okay! I'm sorry I was texting while swimming.",1.264516129032258,0.0420240114845271,155,120,29,6
753,You called for an uber?,1.264516129032258,0.0420240114845271,155,120,29,6
754,"Just think, what are the odds?",1.264516129032258,0.0430093562124922,155,121,27,7
755,"Of all the deserted islands in all the towns in all the world, you land on mine",1.264516129032258,0.0420240114845271,155,120,29,6
756,I don't think this island is big enough for both of us,1.264516129032258,0.0439726267395344,155,122,25,8
757,"No worries, I'm not a sperm whale.",1.264516129032258,0.0476312987920749,155,126,17,12
758,Just as I suspected. You're down two quarts.,1.264516129032258,0.0449152433249091,155,123,23,9
759,Perhaps CPR wasn't the best idea.,1.264516129032258,0.0420240114845271,155,120,29,6
760,I saw it first.,1.264516129032258,0.0430093562124922,155,121,27,7
761,I hope he didn't work for Greenpeace.,1.264516129032258,0.0430093562124922,155,121,27,7
762,I'm here on a fluke.,1.264516129032258,0.0476312987920749,155,126,17,12
763,I sensed you needed a hug.,1.264516129032258,0.0449152433249091,155,123,23,9
764,"Ok, I take it back. You don't look like a beached whale.",1.264516129032258,0.0430093562124922,155,121,27,7
765,You think you have problems? I'm the one who's beached here!,1.264516129032258,0.0430093562124922,155,121,27,7
766,What could be worse than being stranded on a beach?,1.264516129032258,0.0439726267395344,155,122,25,8
767,Thanks for fitting me in. I had the Ahab dream again.,1.264516129032258,0.0467434855788327,155,125,19,11
768,You OK Jonah?,1.264516129032258,0.0449152433249091,155,123,23,9
769,Could you move your palm just a little to the left?,1.264516129032258,0.0467434855788327,155,125,19,11
770,The good news is I'm actually Moby Bob and I'm vegan.,1.264516129032258,0.0449152433249091,155,123,23,9
771,"Hi Mom, its Jonah, I only have a minute before we go back under and lose cell phone service...",1.264516129032258,0.0476312987920749,155,126,17,12
772,Hi! Found your note in a bottle.,1.264516129032258,0.0430093562124922,155,121,27,7
773,Imagine: the best fish story ever falls into your lap and you have no way to tweet about it.,1.2628205128205128,0.0437227329536697,156,123,25,8
774,Of all the islands in all the world you had to pick this one.,1.2628205128205128,0.0464738241890453,156,126,19,11
775,"I'm having a bad day, too.",1.2628205128205128,0.040786498000215,156,120,31,5
776,"First chest compressions, then mouth to mouth.",1.261437908496732,0.0452140513878382,153,122,22,9
777,So is Ishmael a family name?,1.261437908496732,0.0422647903920694,153,119,28,6
778,"Oh, did you want to be on top?",1.261437908496732,0.0452140513878382,153,122,22,9
779,There goes the neighbor.,1.261437908496732,0.043270218613858,153,120,26,7
780,My place next time?,1.261437908496732,0.0442528092994848,153,121,24,8
781,Ishmael! Well I'll be damned!,1.261437908496732,0.0452140513878382,153,122,22,9
782,"This is bad for me too, you know.",1.261437908496732,0.043270218613858,153,120,26,7
783,I wasn't waving at you!,1.261437908496732,0.0442528092994848,153,121,24,8
784,"Of all the islands, in all the oceans in all the world, she beached onto mine",1.261437908496732,0.0461552787328554,153,123,20,10
785,O.K.! You don't have to call me Ishmael.,1.261437908496732,0.0422647903920694,153,119,28,6
786,"Next time, it'll be the loan shark. And he uses his teeth.",1.261437908496732,0.0461552787328554,153,123,20,10
787,You'll receive an email from the resort staff asking you to evaluate me. Can I count on you to give me a 5?,1.261437908496732,0.0452140513878382,153,122,22,9
788,"Did you miss me too, Jonah?",1.261437908496732,0.0452140513878382,153,122,22,9
789,"It's funny, my ex also said I was a crushing disappointment",1.261437908496732,0.0452140513878382,153,122,22,9
790,The real estate agent advertised this island as deserted.,1.261437908496732,0.0452140513878382,153,122,22,9
791,"On second thought, you get on my back.",1.261437908496732,0.0452140513878382,153,122,22,9
792,"I was lonely, too.",1.261437908496732,0.0422647903920694,153,119,28,6
793,Free Willy made it look so easy.,1.261437908496732,0.0412348541270617,153,118,30,5
794,Beware of what you fish for.,1.261437908496732,0.0470776918180265,153,124,18,11
795,"For future reference, it's not ""blubber"", it's muscle.",1.261437908496732,0.0401785251455868,153,117,32,4
796,I guess it wasn't a mirage,1.261437908496732,0.0442528092994848,153,121,24,8
797,Look- it's a ship! You're saved!,1.261437908496732,0.043270218613858,153,120,26,7
798,Beach access is members-only.,1.261437908496732,0.0412348541270617,153,118,30,5
799,"So if you were stranded on a desert island with just one mammal, which one would you choose?",1.261437908496732,0.0422647903920694,153,119,28,6
800,Darn... Free Willy made it look so easy...,1.261437908496732,0.043270218613858,153,120,26,7
801,Who's the beach now?,1.261437908496732,0.0488703150278785,153,126,14,13
802,You're mumbling again.,1.261437908496732,0.0422647903920694,153,119,28,6
803,You looked like you could use a hug.,1.261437908496732,0.0452140513878382,153,122,22,9
804,"Sorry, I was on cruise control.",1.261437908496732,0.0442528092994848,153,121,24,8
805,"Ahhh, that's the spot.",1.261437908496732,0.0401785251455868,153,117,32,4
806,"Statistically at least, you made it into a far more esoteric group than 'death by falling coconut'.",1.261437908496732,0.0461552787328554,153,123,20,10
807,It's mine now Gilligan !,1.261437908496732,0.043270218613858,153,120,26,7
808,Gonna need a bigger island!,1.2597402597402598,0.0439972786670648,154,122,24,8
809,Am I too over the top?,1.2597402597402598,0.0449515624637339,154,123,22,9
810,What? You've never heard of a whaled beach?,1.2597402597402598,0.0449515624637339,154,123,22,9
811,"I started off as a land mammal, you know.",1.2597402597402598,0.042023751075554,154,120,28,6
812,No man is an island but he can be dinner,1.2597402597402598,0.0477000029497044,154,126,16,12
813,Sorry. It looked so much bigger in the brochure.,1.2580645161290325,0.0437446121428769,155,123,24,8
814,Maybe we should have gone back to my place.,1.256578947368421,0.0452489247442633,152,122,21,9
815,The itch is a little over to the left.,1.256578947368421,0.043280347029924,152,120,25,7
816,So this is crushing loneliness.,1.256578947368421,0.0442755780851174,152,121,23,8
817,I know -- yuuge! A lot of people tell me that.,1.256578947368421,0.0422616855235327,152,119,27,6
818,"You can run but you can't hide, Ishmael.",1.256578947368421,0.0401468966647314,152,117,31,4
819,Who says no whale is an island?,1.256578947368421,0.0452489247442633,152,122,21,9
820,"When I prayed not to die of thirst and starvation, I should have been more specific.",1.256578947368421,0.043280347029924,152,120,25,7
821,"Say, ""Uncle"".",1.256578947368421,0.0422616855235327,152,119,27,6
822,Am I early?,1.256578947368421,0.0442755780851174,152,121,23,8
823,Of all the islands in all the oceans in the world I had to breach this one.,1.256578947368421,0.0422616855235327,152,119,27,6
824,I guess you're right. Whales can't climb trees.,1.256578947368421,0.0412178564162342,152,118,29,5
825,"Didn't I say, no man is an island?",1.256578947368421,0.0412178564162342,152,118,29,5
826,I think we're going to need a bigger island.,1.256578947368421,0.0412178564162342,152,118,29,5
827,I need more space.,1.256578947368421,0.0452489247442633,152,122,21,9
828,"Wow, Moby. You really are a dick.",1.256578947368421,0.0452489247442633,152,122,21,9
829,And don't ever call me a blowhard again!!,1.256578947368421,0.0452489247442633,152,122,21,9
830,Yikes! When did they install speed bumps?,1.256578947368421,0.0452489247442633,152,122,21,9
831,Maybe now I can hang with the Killer Whales.,1.256578947368421,0.0452489247442633,152,122,21,9
832,I could swear this wasn't here last year.,1.256578947368421,0.0442755780851174,152,121,23,8
833,Siri said there was a krill bar right here!,1.256578947368421,0.043280347029924,152,120,25,7
834,Still want to be a marine biologist?,1.256578947368421,0.0390465739350836,152,116,33,3
835,Group hug!,1.256578947368421,0.0442755780851174,152,121,23,8
836,I''m lonely too!,1.256578947368421,0.0422616855235327,152,119,27,6
837,"I'm sorry, I didn't think anyone came here anymore.",1.256578947368421,0.0442755780851174,152,121,23,8
838,"This is not what I meant when I said ""I needed sunblock"".",1.256578947368421,0.0442755780851174,152,121,23,8
839,Kelp!,1.256578947368421,0.0489491439503768,152,126,13,13
840,"OOH! That helps, but could you just scratch a little farther to the right!?",1.256578947368421,0.0442755780851174,152,121,23,8
841,Thank goodness I saw your rescue flare.,1.256578947368421,0.0422616855235327,152,119,27,6
842,"I told you I didn't want to play, ""Free Willy"".",1.256578947368421,0.0452489247442633,152,122,21,9
843,"Just a little to the left. Ahhhhh, that's it.",1.256578947368421,0.0422616855235327,152,119,27,6
844,"Where there's a whale, there's a way",1.2533333333333334,0.0484079112977598,150,124,14,12
845,Push.,1.2533333333333334,0.0425019190688365,150,118,26,6
846,I said SNAIL mail,1.2533333333333334,0.0465226284617048,150,122,18,10
847,That's it! Right there.,1.2533333333333334,0.0445576485214365,150,120,22,8
848,When Pokémon Go goes horribly wrong.,1.2533333333333334,0.0455507354536988,150,121,20,9
849,I really need to update my GPS.,1.2533333333333334,0.0445576485214365,150,120,22,8
850,Damn speed bumps!,1.2533333333333334,0.0435419175409961,150,119,24,7
851,This island ain't big enough for the both of us .....,1.2533333333333334,0.0414358258747301,150,117,28,5
852,"Oh, man, what did I drink last night?",1.2533333333333334,0.0414358258747301,150,117,28,5
853,Is this really the time to bring up my weight problem?,1.2533333333333334,0.0445576485214365,150,120,22,8
854,It might be better if I rode on your back.,1.2533333333333334,0.0425019190688365,150,118,26,6
855,I'm not getting in the water in RIO.,1.2533333333333334,0.0425019190688365,150,118,26,6
856,"Sorry, I was sure I could pull off the ""Free Willy"" jump.",1.2533333333333334,0.0435419175409961,150,119,24,7
857,Sorry...I've been watching the Olympics and I thought I could make the jump.,1.2533333333333334,0.0435419175409961,150,119,24,7
858,OUCH! Landed right on my coconuts!,1.2533333333333334,0.0455507354536988,150,121,20,9
859,Thar she ...,1.2533333333333334,0.0502224729920553,150,126,10,14
860,"first of all get off me,and secondly your fear of the ocean is not healthy for either of us.",1.2533333333333334,0.0465226284617048,150,122,18,10
861,I really hate GPS.,1.2533333333333334,0.0465226284617048,150,122,18,10
862,"So how's my prostate, doc?",1.2533333333333334,0.0403415692221804,150,116,30,4
863,"Oh, boy! Beachfront property with snacks!",1.2533333333333334,0.0445576485214365,150,120,22,8
864,"I'm a cuddler, not a killer",1.2533333333333334,0.0414358258747301,150,117,28,5
865,Now scratch a half meter to my right.,1.2533333333333334,0.0425019190688365,150,118,26,6
866,"Hate to be a bother, but would you mind terribly pushing me back out to sea?",1.2533333333333334,0.0425019190688365,150,118,26,6
867,"Take it back, Jonah.",1.2533333333333334,0.0435419175409961,150,119,24,7
868,Morning Harry. How'd you sleep? Harry?,1.2533333333333334,0.0425019190688365,150,118,26,6
869,"I'm Jessica, your Uber driver.",1.2533333333333334,0.0465226284617048,150,122,18,10
870,High tide should be coming soon.,1.2533333333333334,0.0465226284617048,150,122,18,10
871,So should we talk about the elephant in the room?,1.2533333333333334,0.0465226284617048,150,122,18,10
872,"Birds fly over the rainbow; why, then, oh why can't I?",1.2533333333333334,0.0435419175409961,150,119,24,7
873,Next year I choose the vacation.,1.2533333333333334,0.0425019190688365,150,118,26,6
874,This concludes our NPR podcast.,1.2533333333333334,0.0445576485214365,150,120,22,8
875,I thought I saw a spider.,1.2533333333333334,0.0484079112977598,150,124,14,12
876,There just has to be more to this whole island hopping thing.,1.2533333333333334,0.0445576485214365,150,120,22,8
877,"Man, I hate low tides.",1.2533333333333334,0.0435419175409961,150,119,24,7
878,Somebody should have told you that whales respond to whistling.,1.2533333333333334,0.0435419175409961,150,119,24,7
879,Maybe this will stop those stupid desert island cartoons.,1.2533333333333334,0.0414358258747301,150,117,28,5
880,Google maps.,1.2533333333333334,0.0455507354536988,150,121,20,9
881,"You called me, Ishmael? ... Ishmael!?",1.2533333333333334,0.0465226284617048,150,122,18,10
882,"""Who you gonna tell?",1.2533333333333334,0.0435419175409961,150,119,24,7
883,Were you playing Pokemon Go too?,1.2533333333333334,0.0493235373308196,150,125,12,13
884,"Sorry mate, but I couldn't hear another refrain of '99 Bottles...'",1.2533333333333334,0.0455507354536988,150,121,20,9
885,Can you put some lotion on my back?,1.2533333333333334,0.0445576485214365,150,120,22,8
886,I guess 'endangered' is a relative phenomenon......,1.2533333333333334,0.0403415692221804,150,116,30,4
887,The great thing about talking to you is you don't interrupt,1.2533333333333334,0.0403415692221804,150,116,30,4
888,Promise not to scream if I get off of you?,1.2533333333333334,0.0435419175409961,150,119,24,7
889,"I told him 20 times, stop calling me Moby Dickhead.",1.2533333333333334,0.0474746291991712,150,123,16,11
890,But why do I need to turn my head and cough?,1.2533333333333334,0.0425019190688365,150,118,26,6
891,"Of all the palm trees on all the deserted islands in all the world, she lands on mine.",1.2516556291390728,0.0432851248698495,151,120,24,7
892,"Stop, that tickles!",1.2516556291390728,0.0452791616143626,151,122,20,9
893,I wish you would call before dropping in.,1.2516556291390728,0.0432851248698495,151,120,24,7
894,I'm gonna need a bigger beach.,1.2516556291390728,0.0471890126830459,151,124,16,11
895,Is it high tide yet?,1.2516556291390728,0.0432851248698495,151,120,24,7
896,"I don't mean to pile on, but life isn't all krill and squid for me either.",1.2516556291390728,0.0452791616143626,151,122,20,9
897,Thus endeth the Beach Boys.,1.2516556291390728,0.0411946791891545,151,118,28,5
898,"Down & to the right...ooh, that's it!",1.2516556291390728,0.0442933658209558,151,121,22,8
899,You want me to change the oil too while I'm under here?,1.2516556291390728,0.0442933658209558,151,121,22,8
900,"Well, your mating call worked.",1.2516556291390728,0.0422528320263614,151,119,26,6
901,Why you should never use more than 10 pound test fishing line.,1.2516556291390728,0.0442933658209558,151,121,22,8
902,"If we are going to continue to live together, we're going to have to learn to compromise.",1.2516556291390728,0.0411946791891545,151,118,28,5
903,I dropped by to thank you for your recent donation to Greenpeace's 'Save the Whales' campaign. Every gift makes a difference.,1.2516556291390728,0.0452791616143626,151,122,20,9
904,"""Sorry about that; it looked so easy when Shamu did it.",1.2516556291390728,0.0452791616143626,151,122,20,9
905,...and then I'd land on the platform like this and they'd give me a fish. You got any fish?,1.2516556291390728,0.0422528320263614,151,119,26,6
906,Epilogue: Moby Dick gets Herman Melville.,1.2516556291390728,0.0442933658209558,151,121,22,8
907,"Aaaah, yes, right there. That’s the out-of-reach spot.",1.2516556291390728,0.0452791616143626,151,122,20,9
908,This hurts me more than it hurts you.,1.2516556291390728,0.0452791616143626,151,122,20,9
909,"Marco? Now you say ""polo."" Tim? Tim?",1.2516556291390728,0.0432851248698495,151,120,24,7
910,"That's it, I'm done playing Pokemon Go.",1.2516556291390728,0.0432851248698495,151,120,24,7
911,"I don't know about you, but I'm beached.",1.2516556291390728,0.0471890126830459,151,124,16,11
912,"Sorry, this was my first beaching",1.248322147651007,0.0455791283852031,149,121,19,9
913,Ooommpph. This speed bump wasn't here yesterday.,1.248322147651007,0.0435438572156902,149,119,23,7
914,The last climate change denier.,1.248322147651007,0.0455791283852031,149,121,19,9
915,Now will you believe in climate change?,1.248322147651007,0.0435438572156902,149,119,23,7
916,'Shark Week' totally freaks me out.,1.248322147651007,0.0379814940909964,149,114,33,2
917,You're wasting your time searching for my G-spot. I'm a sperm whale.,1.248322147651007,0.0445731109839511,149,120,21,8
918,"Wait, did you mean the side of the island on my left or yours?",1.248322147651007,0.0435438572156902,149,119,23,7
919,"I like your company, but it's smothering me.",1.248322147651007,0.0455791283852031,149,121,19,9
920,I got your letter.,1.248322147651007,0.0435438572156902,149,119,23,7
921,This is even worse than jumping the shark.,1.2448979591836735,0.0438053793538948,147,118,22,7
922,What? You never heard of a lapwhale?,1.2448979591836735,0.0427284834767521,147,117,24,6
923,This is payback for WaterWorld.,1.2448979591836735,0.0427284834767521,147,117,24,6
924,Sorry! I'm such a Dick.,1.2448979591836735,0.0448564289757241,147,119,20,8
925,You have to laugh at the low probability of me beaching myself,1.2448979591836735,0.0438053793538948,147,118,22,7
926,Moby Dick meets Robinson Crusoe.,1.2448979591836735,0.0448564289757241,147,119,20,8
927,Don't worry. I'm vegetarian!,1.2448979591836735,0.0427284834767521,147,117,24,6
928,Timeshare's up!,1.2448979591836735,0.0448564289757241,147,119,20,8
929,When biblical tales go horribly wrong...,1.2448979591836735,0.0427284834767521,147,117,24,6
930,My one item on a deserted island would be a forklift.,1.2448979591836735,0.0448564289757241,147,119,20,8
931,I heard your distress call. You okay?,1.2448979591836735,0.040488855009644,147,115,28,4
932,"Roger redefines ""having a whale of a time.""",1.2448979591836735,0.0468878997256786,147,121,16,10
933,I told you it was too soon for us to move in together.,1.2448979591836735,0.0448564289757241,147,119,20,8
934,Whale 1 - Castaway - 0,1.2448979591836735,0.0448564289757241,147,119,20,8
935,So much for Meet Jewish Singles.,1.2448979591836735,0.0458834085543973,147,120,18,9
936,What would Tom Hanks do?,1.2448979591836735,0.0448564289757241,147,119,20,8
937,This island makes me feel fat.,1.2448979591836735,0.040488855009644,147,115,28,4
938,"While you're there, could you change the oil?",1.2448979591836735,0.0448564289757241,147,119,20,8
939,"Okay, next time I get to be the Wicked Witch and you get to be the house.",1.2448979591836735,0.0478713181435486,147,122,14,11
940,"Ha! More like ""SQUISH-mael!""",1.2448979591836735,0.0427284834767521,147,117,24,6
941,What do you mean ocupado?,1.2448979591836735,0.041623735297394,147,116,26,5
942,"Yes, right there, that's the spot, scratch.",1.2448979591836735,0.0448564289757241,147,119,20,8
943,I found your message in a bottle. You need help?,1.2448979591836735,0.0438053793538948,147,118,22,7
944,"Stop squirming, it tickles.",1.2448979591836735,0.0427284834767521,147,117,24,6
945,"The note in the bottle said ""Please drop by soon"".",1.2448979591836735,0.0448564289757241,147,119,20,8
946,"Still 'Hungry enough to eat a whale,' smart guy?",1.2448979591836735,0.0468878997256786,147,121,16,10
947,8...9…10… PIN!,1.2448979591836735,0.0468878997256786,147,121,16,10
948,"Yep, I definitely need glasses.",1.2448979591836735,0.0427284834767521,147,117,24,6
949,"Are you aware that cuddling kills depression, relieves anxiety and strengthens the immune system?",1.2448979591836735,0.0427284834767521,147,117,24,6
950,I have to stop playing Pokemon Go.,1.2448979591836735,0.0427284834767521,147,117,24,6
951,I saw your note in a bottle.,1.2448979591836735,0.0438053793538948,147,118,22,7
952,I always wondered how it would feel to be between a whale and a hard place.,1.2448979591836735,0.0458834085543973,147,120,18,9
953,"You called me, Ishmael!",1.2448979591836735,0.0458834085543973,147,120,18,9
954,"Not until you say 'uncle', Ahab",1.2448979591836735,0.0427284834767521,147,117,24,6
955,"You can run, but you can't hide, Jonah.",1.2448979591836735,0.0458834085543973,147,120,18,9
956,I tried to tell you this island wasn't big enough for the two of us.,1.2448979591836735,0.0438053793538948,147,118,22,7
957,No man is an island entire of itself,1.2448979591836735,0.0438053793538948,147,118,22,7
958,Did someone call Uber?,1.2448979591836735,0.040488855009644,147,115,28,4
959,Now the Lord had prepared a great fish to smoosh Jonah.,1.2448979591836735,0.0458834085543973,147,120,18,9
960,"Hey, this sucks for me too.",1.2448979591836735,0.0468878997256786,147,121,16,10
961,The end for the wicked witch of the South Pacific.,1.2448979591836735,0.0468878997256786,147,121,16,10
962,Pokémon GO. And you?,1.2448979591836735,0.0458834085543973,147,120,18,9
963,WHEN YOU WISH FOR FEMALE COMPANIONSHIP ..... YOU HAVE TO BE MORE SPECIFIC.,1.2448979591836735,0.0448564289757241,147,119,20,8
964,Scratch a little more to the left.,1.2448979591836735,0.0478713181435486,147,122,14,11
965,A little further to the left.,1.2448979591836735,0.0448564289757241,147,119,20,8
966,Oh great. Now what am I going to do for shade?,1.2448979591836735,0.0438053793538948,147,118,22,7
967,Low tide's a beach.,1.2448979591836735,0.0448564289757241,147,119,20,8
968,Jonah considers his options.,1.2448979591836735,0.0427284834767521,147,117,24,6
969,No man is an island -- especially not this man.,1.2448979591836735,0.0448564289757241,147,119,20,8
970,Sorry. I thought I could make it.,1.2448979591836735,0.0438053793538948,147,118,22,7
971,"You can row, Ahab, but you can't hide...",1.2448979591836735,0.0468878997256786,147,121,16,10
972,"Why your ""desert island"" album list should NOT include whale songs",1.2448979591836735,0.0448564289757241,147,119,20,8
973,"""Oh, I'm smothering you? Well now you know how your mother makes me feel""!",1.2448979591836735,0.0478713181435486,147,122,14,11
974,I assume you're Ishmael.,1.2448979591836735,0.0448564289757241,147,119,20,8
975,I hope I'm not a burden.,1.2448979591836735,0.0438053793538948,147,118,22,7
976,Ahhh. More to the right.,1.2448979591836735,0.0458834085543973,147,120,18,9
977,"I see how you got your last name, Moby.",1.2448979591836735,0.0438053793538948,147,118,22,7
978,"Lucky for you, I heard you call for help!",1.2448979591836735,0.041623735297394,147,116,26,5
979,"""RECALCULATING ROUTE, RECALCULATING..."" -Shut up already!",1.2448979591836735,0.0427284834767521,147,117,24,6
980,They'll never know you finally got me.,1.2448979591836735,0.0438053793538948,147,118,22,7
981,I never should have told the genie that I felt like a beached whale ...,1.2448979591836735,0.0448564289757241,147,119,20,8
982,I told you - enough with the sperm jokes!,1.2448979591836735,0.0458834085543973,147,120,18,9
983,You said you wanted more shade.,1.2432432432432432,0.043539845106917,148,119,22,7
984,Do you mind? You're blocking the sun!,1.2432432432432432,0.0413746393968558,148,117,26,5
985,The real ending to The Old Man and the Sea.,1.2432432432432432,0.043539845106917,148,119,22,7
986,"Come on, you're not even trying. Push harder.",1.2432432432432432,0.0413746393968558,148,117,26,5
987,For some reason I thought becoming a land mammal would be a lot harder.,1.2432432432432432,0.0390896848094914,148,115,30,3
988,Uber for Dan?,1.2432432432432432,0.0445830323698552,148,120,20,8
989,Please stop tickling me.,1.2416107382550337,0.0432774456706233,149,120,22,7
990,"Don't worry, I've got you covered.",1.2416107382550337,0.0432774456706233,149,120,22,7
991,"Sorry! My Mom TOLD me ""don't swim and text!""",1.2416107382550337,0.0443128878018681,149,121,20,8
992,Get...off...my...beach,1.2413793103448276,0.042969139408089,145,116,23,6
993,I came as soon as I got your message!,1.2413793103448276,0.042969139408089,145,116,23,6
994,"Wait, did you say ""breach"" or ""beach?"" Because I did both...",1.2413793103448276,0.042969139408089,145,116,23,6
995,"So sorry! My navigation system clearly indicated this was a ""deserted rest stop"".",1.2413793103448276,0.042969139408089,145,116,23,6
996,"Scratch a little to the left... down a bit... ahhh, that's the spot!",1.2413793103448276,0.0461920259710577,145,119,17,9
997,"I shall hug him and kiss him and smother him with love, and I shall call him George.",1.2413793103448276,0.044069631063634,145,117,21,7
998,Would you call this beached or marooned?,1.2413793103448276,0.042969139408089,145,116,23,6
999,Call me Fish Meal.,1.2413793103448276,0.044069631063634,145,117,21,7
1000,"But, AirBnBeached.com confirmed my reservation months ago.",1.2413793103448276,0.0451433031877137,145,118,19,8
